イベント名,公式ハッシュタグ,参加詳細/リクイン先,参加方法,定期開催時刻 (開始),定期開催時刻 (終了),開催日時スタート,開催日時エンド,引用元ツイート全文,tweet_id_source
さーくるどろーいんぐ,,,Group Join・Join,21:00,22:00,2025-04-13 21:00:00,2025-04-13 22:00:00,"シェイリアの試着会やります
開催日
4/13（日）21:00-22:00
4/19（土）21:00-22:00
参加方法
「さーくるどろーいんぐ」のGroup+でインスタンスを開きますのでJoinしてください。

参加、退出は自由です～。気になる方は遊びに来てください！

■グループの詳細はこちら",1.911265288e+18
Selah',,,,23:00,,2025-02-03 23:00:00,,"お待たせいたしました、本日より第7シーズンスタート致します。
本日2/3、第一部は事前抽選会となっております。
第二部は通常通りリクイン制のため、ご来場希望の方は23:00になりましたら、「Selah'」 までrequest inviteを、回数は1回まででお願い致します。",1.886256298e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,,22:15,,2024-08-14 22:15:00,,"第18回「アバター改変なんもわからん集会」
日時：8月21日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意
講師：azukimochi25さん
内容：ワールドのライトとアバターの話 with LLC
想定技術Lv：中級マテリアルの設定ができる程度
参加方法：VRCグループへjoin
#アバター改変なんもわからん集会",1.823555153e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2024-08-14 22:00:00,,"第18回「アバター改変なんもわからん集会」
日時：8月21日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意
講師：azukimochi25さん
内容：ワールドのライトとアバターの話 with LLC
想定技術Lv：中級マテリアルの設定ができる程度
参加方法：VRCグループへjoin
#アバター改変なんもわからん集会",1.823555153e+18
#VRC_Confession,#VRC_Confession,hotabi,Join,23:00,,2025-03-30 23:00:00,,"今宵23時、当館の扉が開きます。
本日をもって今までの懺悔室&Bar「Confession」の舞台とは残念ながらお別れとなってしまいます。
最後に是非ご来館くださいませ。

▼Join先
第1インスタンス：hotabi
第2インスタンス：シリル＠
※お客様の数が定員に達し次第Joinを締め切ります
#VRC_Confession",1.906266685e+18
#VRCエクスタシー,#VRCエクスタシー,抽選/予約等,抽選/予約等,22:50,,2025-03-31 22:50:00,,"グランドオープン 4/3 (木) 22:50
事前抽選の募集を開始しました

このツイートをRTしていただけたら確率若干上がります

締め切り 4/2 18:00
当選連絡 4/2 23:59までに

また、当日はリクイン枠もございます
#VRCエクスタシー",1.906523375e+18
#VRCエクスタシー,#VRCエクスタシー,,,18:00,,2025-03-31 18:00:00,,"グランドオープン 4/3 (木) 22:50
事前抽選の募集を開始しました

このツイートをRTしていただけたら確率若干上がります

締め切り 4/2 18:00
当選連絡 4/2 23:59までに

また、当日はリクイン枠もございます
#VRCエクスタシー",1.906523375e+18
#VRCエクスタシー,#VRCエクスタシー,,リクイン,23:59,,2025-03-31 23:59:00,,"グランドオープン 4/3 (木) 22:50
事前抽選の募集を開始しました

このツイートをRTしていただけたら確率若干上がります

締め切り 4/2 18:00
当選連絡 4/2 23:59までに

また、当日はリクイン枠もございます
#VRCエクスタシー",1.906523375e+18
#幻会興業,#幻会興業,,Group+ Join・Join,22:00,23:30,2025-03-26 22:00:00,2025-03-26 23:30:00,"【お知らせ】
3/29(土)のワールド巡り（※PC Only）は、22:00~23:30を予定しております。

今回のテーマは『桜』です。

参加方法は下記URLより、イベント参加者用Groupに+join Groupをお願いいたします。
http://x.gd/li2lC

みなさまのご参加をお待ちしております。
#幻会興業",1.904883423e+18
Request Inviteを1回のみ,#VRCランタンナイト,,リクイン,00:30,,2025-04-04 00:30:00,,"【告知】
今夜は #VRCランタンナイト 開催日です！

・日時: 4/4(金) 24:30- (4/5(土) 0:30- )
営業時間になったら「Request Inviteを1回のみ」送ってください！

・お連れ様1名まで可
(お連れ様にリクインを送ってもらってください)

リクイン先：安良城あきら",1.908081902e+18
#VRCギタリスト集会,#VRCギタリスト集会,,Group Join・Join,21:00,,2025-04-13 21:00:00,,"第10回目となります。ご参加お待ちしています!!  
イベント名: VRCギタリスト集会10th  
日時:4月27日(日曜日)21時～   
参加方法: ギタリスト集会のGroupに参加の上JOINしてください 
#VRCギタリスト集会",1.911561844e+18
#天文仮想研究所,#天文仮想研究所,,Group Join・Join,22:00,23:30,2025-01-01 22:00:00,2025-01-01 23:30:00,"【イベント告知】
VSP 新年 書き初め
日時: 1/5(日) 22:00-23:30
Join #天文仮想研究所 VSP グループ Only（VRモード推奨）

新しい年の始まりを、VRで書き初めしてみませんか？

お互いの作品を見せ合ったりして、一緒に楽しく新年スタートさせます。
是非ご参加ください（）",1.874367209e+18
不明,,抽選/予約等,リクイン・抽選/予約等,22:00,,2025-04-08 22:00:00,,"••━━
 VRChatキャバレー
Casa Di Luce 営業のお知らせ
━━••

4月15日(火) 22:00 OPEN

今月は事前抽選エントリー枠のご用意がございます。
応募要項はこのポストのツリーでご案内いたします。
当日リクイン枠もあります",1.909546773e+18
#VRCBunnyDomination,#VRCBunnyDomination #VRChat,,Join,21:00,,2025-04-16 21:00:00,,"【DJイベントのお知らせ】
BBL主催DJオンリーイベント Bunny Dominationを開催いたします！！

開催日時
4/26  21:00~

 キャストも数名いますので気になる方はぜひ気軽に足をお運びください！

#VRCBunnyDomination     #VRChat

出演者＆ジョイン先はリプ欄から",1.912430766e+18
#みるきぃむーん,#みるきぃむーん,,,21:45,,2025-04-09 21:45:00,,"【MiltySphereVol2】

▱▱▱▱▱▱▱▱▱▱▱▱
演者情報公開！！
▱▱▱▱▱▱▱▱▱▱▱▱

#みるきぃむーん のちょっと特別な夜の営業
今回も最高のDJイベントをお届けいたします予定を開けておいてくださいね
日時
4/22 21:45 開店",1.909803705e+18
#Kitsuzuri,#VRC #BOOTH #VRChat #Milfy #booth_pm #Kitsuzuri,,,23:59,,2025-04-15 23:59:00,,"RT+Followイベント！ 
 商品ページはこちら！
https://kitsuzuri.booth.pm/items/6690135
 抽選で3名様にフルパッケージをプレゼント！ 
たくさんのご支援とご関心をお待ちしております

 締切：2025年4月17日 23:59 JST

#Kitsuzuri #VRChat #BOOTH #booth_pm #VRC #Milfy",1.911978284e+18
#ぽてくろ,#ぽてくろ,抽選/予約等,抽選/予約等,17:00,,2024-10-30 17:00:00,,"#ぽてくろ

11/1 17時頃発売予定の「AdultGALHair」を抽選で3名様にプレゼント!

応募方法
①
@POTEKURO_info
 をフォロー
②このツイートをRPで完了！
（＋引用RPで当選確率）
 
※応募期限は発売開始まで   

公開後抽選を行い当選者さんにDMを送らせて頂きます",1.851459008e+18
#VRC群馬県民集会,#VRC群馬県民集会 #VRChat #群馬県民の日,Kento-Gensui,Group Join・Join,22:00,,2024-10-27 22:00:00,,"10/28は群馬県民の日！ということで！
今月もやります！群馬県民集会！
明日10/28 月曜日の22時からです！
皆様のお越しをお待ちしております！！
参加は下記のGroupまたはKento-Gensuiへjoinをお願いします！

#VRChat #VRC群馬県民集会 #群馬県民の日",1.85051379e+18
#VRC世界旅行,#VRC世界旅行,,,14:00,,2025-04-09 14:00:00,,"˗ˏˋ アメリカ横断編Part2開催告知！！ ˎˊ˗  

第25回 #VRC世界旅行
開催日 : ４/26(土)14:00^16:30 
予約開始 : ４/10(木)20:00 ➡︎ 〆切:４/17(木)24:00    

NYに辿り着くまでこの旅は終われない！ 

☆事前予約制(先着枠50名/抽選枠50名)☆ 
予約フォーム➡︎https://forms.gle/SjRZVLNsqBGbwvqT8…",1.909921078e+18
#VRC世界旅行,#VRC世界旅行,抽選/予約等,抽選/予約等,16:30,,2025-04-09 16:30:00,,"˗ˏˋ アメリカ横断編Part2開催告知！！ ˎˊ˗  

第25回 #VRC世界旅行
開催日 : ４/26(土)14:00^16:30 
予約開始 : ４/10(木)20:00 ➡︎ 〆切:４/17(木)24:00    

NYに辿り着くまでこの旅は終われない！ 

☆事前予約制(先着枠50名/抽選枠50名)☆ 
予約フォーム➡︎https://forms.gle/SjRZVLNsqBGbwvqT8…",1.909921078e+18
#VRC世界旅行,#VRC世界旅行,,,20:00,,2025-04-09 20:00:00,,"˗ˏˋ アメリカ横断編Part2開催告知！！ ˎˊ˗  

第25回 #VRC世界旅行
開催日 : ４/26(土)14:00^16:30 
予約開始 : ４/10(木)20:00 ➡︎ 〆切:４/17(木)24:00    

NYに辿り着くまでこの旅は終われない！ 

☆事前予約制(先着枠50名/抽選枠50名)☆ 
予約フォーム➡︎https://forms.gle/SjRZVLNsqBGbwvqT8…",1.909921078e+18
#スナック狐日和,#スナック狐日和,,,22:00,23:00,2025-04-08 22:00:00,2025-04-08 23:00:00,"お知らせ⋆͛⋆

この度特別営業用のワールドが完成しました
300人突破を記念に紫苑さんの生演奏をして頂けることになりました

日時は4月16日㈬22:00～23:00＋α
営業は21時からになります

group+での開催になるので是非お友達を連れて遊びに来て下さい
#スナック狐日和",1.909466422e+18
#スナック狐日和,#スナック狐日和,,Group Join,21:00,,2025-04-08 21:00:00,,"お知らせ⋆͛⋆

この度特別営業用のワールドが完成しました
300人突破を記念に紫苑さんの生演奏をして頂けることになりました

日時は4月16日㈬22:00～23:00＋α
営業は21時からになります

group+での開催になるので是非お友達を連れて遊びに来て下さい
#スナック狐日和",1.909466422e+18
#VRC群馬県民集会,#VRC群馬県民集会 #VRChat,Kento-Gensui,Group Join・Join,22:00,,2024-11-25 22:00:00,,"告知遅くなりごめんなさい！！！
今月もやります！群馬県民集会！
本日11/25 月曜日の22時からです！
皆様のお越しをお待ちしております！！
参加は下記のGroupまたはKento-Gensuiへjoinをお願いします！

#VRChat #VRC群馬県民集会",1.860847714e+18
#VRDance,#たまLab #VRChat #VRDance,,,02:00,,2025-03-27 02:00:00,,"REPORT：宇宙人ニック主催の「2on2 ダンスバトルイベント」が3/22開催!? VRChatダンス勢の知られざる世界をレポート

https://metacul-frontier.com/?p=22336

あのニック（
@InnateXenPhobia
）がダンスバトルイベントを主催
全20試合、2時間30分超えのイベントの模様をお伝えします

#VRChat #VRDance #たまLab",1.905167909e+18
#vrchat,#vrchat #癒しなで,,,22:15,,2025-01-20 22:15:00,,"『イベント告知』
 第３回癒しなで開催日のお知らせです。
開催日は1月25日（土）PM22：15～PM23：15
 キャスト2人による1:2の癒しイベントです。
参加方法などの詳細は画像をご覧ください 。
※次回からリクイン式に変更になります。
グループ検索用（NADE.9902)
 #癒しなで #vrchat",1.881175064e+18
#vrchat,#vrchat #癒しなで,,,23:15,,2025-01-20 23:15:00,,"『イベント告知』
 第３回癒しなで開催日のお知らせです。
開催日は1月25日（土）PM22：15～PM23：15
 キャスト2人による1:2の癒しイベントです。
参加方法などの詳細は画像をご覧ください 。
※次回からリクイン式に変更になります。
グループ検索用（NADE.9902)
 #癒しなで #vrchat",1.881175064e+18
#vrchat,#vrchat #癒しなで,,Group Join・リクイン,01:02,,2025-01-20 01:02:00,,"『イベント告知』
 第３回癒しなで開催日のお知らせです。
開催日は1月25日（土）PM22：15～PM23：15
 キャスト2人による1:2の癒しイベントです。
参加方法などの詳細は画像をご覧ください 。
※次回からリクイン式に変更になります。
グループ検索用（NADE.9902)
 #癒しなで #vrchat",1.881175064e+18
#写真撮る人撮られる人集会,#写真撮る人撮られる人集会 #VRChat記憶部,IL/インスタンス,Group Join・Join,21:00,,2025-04-14 21:00:00,,"【次回 定期会のお知らせ】
開催日時：2025年4月17日(木) 21:00～
参加条件：写真が好きな方なら誰でもOK
VRChatにて、「#VRChat記憶部」のグループへ入りインスタンスへJOINしてください
被写体やりたい方や、写真をこれから始める方も大歓迎！
(※ツリー詳細に続く)
#写真撮る人撮られる人集会",1.911782948e+18
不明,,IL/インスタンス,Group Join・Join,13:00,,2025-01-30 13:00:00,,"土曜VRC EN-JP Language Exchange は  2025年2月1日 土曜日 13:00~
参加方法 ˸ GroupインスタンスにJoin
トピック: あなたの好きなスポーツは何ですか？ そのスポーツに関する思い出を話してください。
Topic: What is your favorite sport? Share about your memories related to that sport.",1.884776002e+18
#まほろばのれん街,#まほろばのれん街 #VRChat,,Group Join・Join,22:00,23:30,2025-04-14 22:00:00,2025-04-14 23:30:00,"【4月18日(金)まほろばのれん街 通常営業】
営業時間：22:00-23:30
参加方法：Groupに参加後Joinしてください。
20分ごとに鳴るアナウンスを目安にまほろばのれん街内の飲み屋をハシゴしていただくイベント。1店舗あたり定員5名、途中入場・途中離脱はご自由にどうぞ
#まほろばのれん街 #VRChat
→続",1.911748361e+18
#VRC_Carino,#VRC_Carino,抽選/予約等,抽選/予約等,22:00,,2025-04-12 22:00:00,,"【受付開始】
4月22日(火)22:00開催のCarinoの事前応募受付開始です！
応募〆切は4月16日(水)23:59まで

※今回の営業はイベントの取材があるため、参加者の皆さんも一部動画に映る可能性がありますのでご了承ください。

ツリーのフォームより注意事項をご確認の上、申し込みください。
 #VRC_Carino",1.911014742e+18
#VRC_Carino,#VRC_Carino,,,23:59,,2025-04-12 23:59:00,,"【受付開始】
4月22日(火)22:00開催のCarinoの事前応募受付開始です！
応募〆切は4月16日(水)23:59まで

※今回の営業はイベントの取材があるため、参加者の皆さんも一部動画に映る可能性がありますのでご了承ください。

ツリーのフォームより注意事項をご確認の上、申し込みください。
 #VRC_Carino",1.911014742e+18
#癒しなで,#癒しなで,,Group Join,21:20,21:50,2025-01-18 21:20:00,2025-01-18 21:50:00,"【プチイベント告知】
#癒しなで
開催日：1/18（土）
日時：PM21：20～21：50
グループインスタンス（ワールド人数12人）

【第1インスタンス】
・チュロス
・あやり
・白川億人
・ぽんちょふ

【第２インスタンス】
・シュナ
・かにまよ
・にーや

𝓒𝓪𝓼𝓽一同、ご参加お待ちしております。",1.88041984e+18
#CatsUdon,#VRChat #TRPG #VRTRPG #CatsUdon,,Group Join・Join,20:50,,2025-02-19 20:50:00,,"#CatsUdon #VRTRPG #TRPG #VRChat
 
毎月19日は「特別カツドンの日」！ 

 事前準備不要、初心者向けのVRTRPG体験イベントです。 20:50にCatsUdon工房グループ+インスタンス（オーナー：冒険者でぃー）にJoin！  

本日は 
★新クトゥルフ神話TRPG
★ダンジョンズ＆ドラゴンズ第5版",1.892049431e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2025-03-03 22:00:00,,"第32回「アバター改変なんもわからん集会」 
日時：3月5日(水) 22:00開場
講師：bd_さん 
内容：透過がちょっとだけわかる話 
目標：マテリアルの設定を変えたことがある方で半透明で消えないレンダーキューの設定がわかる 
参加方法：VRCグループへjoin
#アバター改変なんもわからん集会",1.896399176e+18
#DS集会VRC,#DS集会VRC,,Group Join,21:00,,2025-04-14 21:00:00,,次回の #DS集会VRC は4月17日(木)21:00から開催です。 現職DSもデータサイエンスに興味ある初心者も大歓迎です！グループインスタンスで開催します。LTは22:00から、Kuretanさんによる「MCP入門AIとサーバーをつなぐ技術」です。http://vrc.group/DSG.9976,1.911615347e+18
MCP入門AIとサーバーをつなぐ技術,#DS集会VRC,,Group Join,22:00,,2025-04-14 22:00:00,,次回の #DS集会VRC は4月17日(木)21:00から開催です。 現職DSもデータサイエンスに興味ある初心者も大歓迎です！グループインスタンスで開催します。LTは22:00から、Kuretanさんによる「MCP入門AIとサーバーをつなぐ技術」です。http://vrc.group/DSG.9976,1.911615347e+18
#Nox_Atra_VRC,#Nox_Atra_VRC #VRChat,,リクイン,20:50,,2025-04-11 20:50:00,,"【NoxAtra 4月開催のお知らせ】
お世話になっております、いつもNoxAtraにご参加いただき誠にありがとうございます。

4月2回目の開催についてお知らせです
4月26日(土)20:50分からNoxAtra開催予定です。

リクイン先、ルールはツリーからご参照ください。
#Nox_Atra_VRC #VRChat",1.910662214e+18
#VRC世界旅行,#VRC世界旅行,,,21:00,23:00,2025-03-29 21:00:00,2025-03-29 23:00:00,"◆◇◆◇３周年のお祝い！#VRC世界旅行◆◇◆◇

今年の企画はなんと...先日２周年を迎えられたVSSさん(
@V_SkyService
 )とのコラボ企画！！

注目の開催日は...【４月９日２１時～２３時】
内容は続報にご期待ください

◇◆◇◆◇◆以下、詳細情報。",1.905912099e+18
#Vmotion,#Pモーション #Vmotion,,Group Join・Join,21:00,23:00,2025-04-16 21:00:00,2025-04-16 23:00:00,"pop'n music楽曲オンリーVRDJイベント
Pmotion2

4/23(水)21:00～23:00
Group＋
ライノホーン川井もしくは参加者、グループからjoin

カラフルな９つのボタンで楽しくなっちゃうパーティに出演します。
2回DJするのですが、片方はリエちゃんトリビュートな感じになるかも？

#Pモーション #Vmotion",1.912349801e+18
#エルフ酒場,#エルフ酒場,フレンド申請,フレンド申請・リクイン,22:30,,2025-04-05 22:30:00,,"【 #エルフ酒場 Alben】 

22:30〜
本日はオープン日です
ご参加される予定の方はツリーからキャストさん達の配置をご確認くださいませ

【参加方法】
下記ツリーからインスタンスリーダーを確認後、フレンド申請を送り時間になり次第Reqinをお願いします。",1.908354372e+18
不明,#GEMBOX_VRC,IL/インスタンス,Group Join・Join,14:50,,2025-04-14 14:50:00,,"【#GEMBOX_VRC 開催告知】

ステージイベント
「Club AsteRhythm」開催日時のお知らせです

4月20日 日曜日 15時〜17時
入場時間 14時50分〜

参加方法
GEMBOXのグループに参加後、入場開始時間になったら
group インスタンスにjoin",1.9117513e+18
#癒しなで,#癒しなで,,,21:20,,2025-01-16 21:20:00,,"#癒しなで 
プチイベントのお知らせです。
本営業をは別にバイノーラルのワールドで３０分ほどのイベントを開きます。
開催日：1/18（土）PM21：20～PM21：50
グループインスタンスで開きますので、グループ登録(NADE.9902)をお願いいたします。
ご参加お待ちしております。",1.879992055e+18
#癒しなで,#癒しなで,,Group Join,21:50,,2025-01-16 21:50:00,,"#癒しなで 
プチイベントのお知らせです。
本営業をは別にバイノーラルのワールドで３０分ほどのイベントを開きます。
開催日：1/18（土）PM21：20～PM21：50
グループインスタンスで開きますので、グループ登録(NADE.9902)をお願いいたします。
ご参加お待ちしております。",1.879992055e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,IL/インスタンス,Group Join・Join・抽選/予約等,22:00,,2025-04-01 22:00:00,,"～本日集会です～～
 改変なんでも質問会です！！
22時からグループインスタンスにJOINください！
お待ちしておりますm(_ _)m
（事前告知なしで当日になってしまいました）
#アバター改変なんもわからん集会",1.90721019e+18
不明,,フレンド申請,Join・フレンド申請,21:00,22:00,2025-03-26 21:00:00,2025-03-26 22:00:00,"【お知らせ】
本日、21時より、幻会興業より提供しております、カメラギミック「OPCMS」の説明会を実施します！
VRCの配信をする方、配信のお手伝いをする方、動画作成を行う方向けのギミックです。

日時：3/27(木)21:00～22:00
方法：「kamelra」にフレンド申請してJOIN

以下もご確認ください↓",1.905034069e+18
#ぷちしぇあ,#ぷちしぇあ,,Join,22:00,,2025-04-14 22:00:00,,"【イベント告知】 

『第61回無言おチビちゃんずカフェ〜ぷちしぇあ〜』

04月16日（水）22:00〜 開催します

今回は第4インスタンス開催です
参加方法は各インスタンスの代表店員にJOINしてください。

各インスタンスのおチビちゃんなど以下に続きます
#ぷちしぇあ",1.911792783e+18
